ano,disciplina,raca_cor,value,presenca,cont_presenca,nota,cont_nota
2020,CN,Indígena,C,Eliminação,8,Entre 700 e 600,307
2020,CN,Indígena,D,-,0,Entre 600 e 500,3056
2020,CN,Indígena,E,-,0,Entre 500 e 400,7438
2020,CN,Indígena,F,-,0,Abaixo de 400,3242
2020,CN,Parda,*,-,0,Sem nota,1547103
2020,CN,Parda,A,Falta,1546461,Acima de 800,18
2020,CN,Parda,B,Presença,1173382,Entre 800 e 700,3334
2020,CN,Parda,C,Eliminação,642,Entre 700 e 600,67571
2020,CN,Parda,D,-,0,Entre 600 e 500,353386
2020,CN,Parda,E,-,0,Entre 500 e 400,559667
2020,CN,Parda,F,-,0,Abaixo de 400,189406
2020,CN,Preta,*,-,0,Sem nota,457306
2020,CN,Preta,A,Falta,457119,Acima de 800,3
2020,CN,Preta,B,Presença,314434,Entre 800 e 700,401
2020,CN,Preta,C,Eliminação,187,Entre 700 e 600,12819
2020,CN,Preta,D,-,0,Entre 600 e 500,90926
2020,CN,Preta,E,-,0,Entre 500 e 400,156846
2020,CN,Preta,F,-,0,Abaixo de 400,53439
2020,LP,Amarela,*,-,0,Sem nota,67370
2020,LP,Amarela,A,Falta,67270,Acima de 800,0
2020,LP,Amarela,B,Presença,61152,Entre 800 e 700,131
2020,LP,Amarela,C,Eliminação,100,Entre 700 e 600,7894
2020,LP,Amarela,D,-,0,Entre 600 e 500,30703
2020,LP,Amarela,E,-,0,Entre 500 e 400,18429
2020,LP,Amarela,F,-,0,Abaixo de 400,3995
2020,LP,Branca,*,-,0,Sem nota,966580
2020,LP,Branca,A,Falta,965043,Acima de 800,1
2020,LP,Branca,B,Presença,1041053,Entre 800 e 700,3452
2020,LP,Branca,C,Eliminação,1537,Entre 700 e 600,229253
2020,LP,Branca,D,-,0,Entre 600 e 500,564338
2020,LP,Branca,E,-,0,Entre 500 e 400,205962
2020,LP,Branca,F,-,0,Abaixo de 400,38047
2020,LP,Indígena,*,-,0,Sem nota,22813
2020,LP,Indígena,A,Falta,22789,Acima de 800,0
2020,LP,Indígena,B,Presença,15033,Entre 800 e 700,1
2020,LP,Indígena,C,Eliminação,24,Entre 700 e 600,627
2020,LP,Indígena,D,-,0,Entre 600 e 500,5735
2020,LP,Indígena,E,-,0,Entre 500 e 400,6561
2020,LP,Indígena,F,-,0,Abaixo de 400,2109
2020,LP,Parda,*,-,0,Sem nota,1472993
2020,LP,Parda,A,Falta,1470913,Acima de 800,0
2020,LP,Parda,B,Presença,1247492,Entre 800 e 700,965
2020,LP,Parda,C,Eliminação,2080,Entre 700 e 600,122115
2020,LP,Parda,D,-,0,Entre 600 e 500,605667
2020,LP,Parda,E,-,0,Entre 500 e 400,418587
2020,LP,Parda,F,-,0,Abaixo de 400,100158
2020,LP,Preta,*,-,0,Sem nota,435721
2020,LP,Preta,A,Falta,435168,Acima de 800,0
2020,LP,Preta,B,Presença,336019,Entre 800 e 700,182
2020,LP,Preta,C,Eliminação,553,Entre 700 e 600,29936
2020,LP,Preta,D,-,0,Entre 600 e 500,167271
2020,LP,Preta,E,-,0,Entre 500 e 400,112330
2020,LP,Preta,F,-,0,Abaixo de 400,26300
2020,MT,Amarela,*,-,0,Sem nota,70875
2020,MT,Amarela,A,Falta,70847,Acima de 800,1603
2020,MT,Amarela,B,Presença,57647,Entre 800 e 700,4199
2020,MT,Amarela,C,Eliminação,28,Entre 700 e 600,9298
2020,MT,Amarela,D,-,0,Entre 600 e 500,13665
2020,MT,Amarela,E,-,0,Entre 500 e 400,19069
2020,MT,Amarela,F,-,0,Abaixo de 400,9813
2020,MT,Branca,*,-,0,Sem nota,1019904
2020,MT,Branca,A,Falta,1019366,Acima de 800,30196
2020,MT,Branca,B,Presença,987729,Entre 800 e 700,97843
2020,MT,Branca,C,Eliminação,538,Entre 700 e 600,239839
2020,MT,Branca,D,-,0,Entre 600 e 500,268269
2020,MT,Branca,E,-,0,Entre 500 e 400,248376
2020,MT,Branca,F,-,0,Abaixo de 400,103206
2020,MT,Indígena,*,-,0,Sem nota,23798
2020,MT,Indígena,A,Falta,23790,Acima de 800,26
2020,MT,Indígena,B,Presença,14048,Entre 800 e 700,181
2020,MT,Indígena,C,Eliminação,8,Entre 700 e 600,1054
2020,MT,Indígena,D,-,0,Entre 600 e 500,2865
2020,MT,Indígena,E,-,0,Entre 500 e 400,6067
2020,MT,Indígena,F,-,0,Abaixo de 400,3855
2020,MT,Parda,*,-,0,Sem nota,1547103
2020,MT,Parda,A,Falta,1546461,Acima de 800,9498
2020,MT,Parda,B,Presença,1173382,Entre 800 e 700,42610
2020,MT,Parda,C,Eliminação,642,Entre 700 e 600,166972
2020,MT,Parda,D,-,0,Entre 600 e 500,296168
2020,MT,Parda,E,-,0,Entre 500 e 400,430206
2020,MT,Parda,F,-,0,Abaixo de 400,227928
2020,MT,Preta,*,-,0,Sem nota,457306
2020,MT,Preta,A,Falta,457119,Acima de 800,1154
2020,MT,Preta,B,Presença,314434,Entre 800 e 700,7089
2020,MT,Preta,C,Eliminação,187,Entre 700 e 600,37767
2020,MT,Preta,D,-,0,Entre 600 e 500,79156
2020,MT,Preta,E,-,0,Entre 500 e 400,121837
2020,MT,Preta,F,-,0,Abaixo de 400,67431
2021,CH,Amarela,*,-,0,Sem nota,20742
2021,CH,Amarela,A,Falta,20670,Acima de 800,27
2021,CH,Amarela,B,Presença,47749,Entre 800 e 700,1252
2021,CH,Amarela,C,Eliminação,72,Entre 700 e 600,8032
2021,CH,Amarela,D,-,0,Entre 600 e 500,16682
2021,CH,Amarela,E,-,0,Entre 500 e 400,16013
2021,CH,Amarela,F,-,0,Abaixo de 400,5743
2021,CH,Branca,*,-,0,Sem nota,328871
2021,CH,Branca,A,Falta,327221,Acima de 800,752
2021,CH,Branca,B,Presença,1033385,Entre 800 e 700,40015
2021,CH,Branca,C,Eliminação,1650,Entre 700 e 600,257147
2021,CH,Branca,D,-,0,Entre 600 e 500,394262
2021,CH,Branca,E,-,0,Entre 500 e 400,260037
2021,CH,Branca,F,-,0,Abaixo de 400,81172
2021,CH,Indígena,*,-,0,Sem nota,7575
2021,CH,Indígena,A,Falta,7541,Acima de 800,1
2021,CH,Indígena,B,Presença,11600,Entre 800 e 700,36
2021,CH,Indígena,C,Eliminação,34,Entre 700 e 600,752
2021,CH,Indígena,D,-,0,Entre 600 e 500,3171
2021,CH,Indígena,E,-,0,Entre 500 e 400,5226
2021,CH,Indígena,F,-,0,Abaixo de 400,2414
2021,CH,Parda,*,-,0,Sem nota,483213
2021,CH,Parda,A,Falta,481501,Acima de 800,169
2021,CH,Parda,B,Presença,974241,Entre 800 e 700,13900
2021,CH,Parda,C,Eliminação,1712,Entre 700 e 600,136598
2021,CH,Parda,D,-,0,Entre 600 e 500,332739
2021,CH,Parda,E,-,0,Entre 500 e 400,356507
2021,CH,Parda,F,-,0,Abaixo de 400,134328
2021,CH,Preta,*,-,0,Sem nota,146576
2021,CH,Preta,A,Falta,146070,Acima de 800,32
2021,CH,Preta,B,Presença,264726,Entre 800 e 700,2936
2021,CH,Preta,C,Eliminação,506,Entre 700 e 600,36036
2021,CH,Preta,D,-,0,Entre 600 e 500,93065
2021,CH,Preta,E,-,0,Entre 500 e 400,96134
2021,CH,Preta,F,-,0,Abaixo de 400,36523
2021,CN,Amarela,*,-,0,Sem nota,23409
2021,CN,Amarela,A,Falta,23371,Acima de 800,16
2021,CN,Amarela,B,Presença,45082,Entre 800 e 700,886
2021,CN,Amarela,C,Eliminação,38,Entre 700 e 600,4961
2021,CN,Amarela,D,-,0,Entre 600 e 500,12797
2021,CN,Amarela,E,-,0,Entre 500 e 400,20744
2021,CN,Amarela,F,-,0,Abaixo de 400,5678
2021,CN,Branca,*,-,0,Sem nota,379831
2021,CN,Branca,A,Falta,379258,Acima de 800,235
2021,CN,Branca,B,Presença,982425,Entre 800 e 700,16653
2021,CN,Branca,C,Eliminação,573,Entre 700 e 600,138338
2021,CN,Branca,D,-,0,Entre 600 e 500,359911
2021,CN,Branca,E,-,0,Entre 500 e 400,384908
2021,CN,Branca,F,-,0,Abaixo de 400,82380
2021,CN,Indígena,*,-,0,Sem nota,8568
2021,CN,Indígena,A,Falta,8558,Acima de 800,0
2021,CN,Indígena,B,Presença,10607,Entre 800 e 700,7
2021,CN,Indígena,C,Eliminação,10,Entre 700 e 600,223
2021,CN,Indígena,D,-,0,Entre 600 e 500,1957
2021,CN,Indígena,E,-,0,Entre 500 e 400,5998
2021,CN,Indígena,F,-,0,Abaixo de 400,2422
2021,CN,Parda,*,-,0,Sem nota,541149
2021,CN,Parda,A,Falta,540539,Acima de 800,48
2021,CN,Parda,B,Presença,916305,Entre 800 e 700,4272
2021,CN,Parda,C,Eliminação,610,Entre 700 e 600,54783
2021,CN,Parda,D,-,0,Entre 600 e 500,251156
2021,CN,Parda,E,-,0,Entre 500 e 400,470082
2021,CN,Parda,F,-,0,Abaixo de 400,135964
2021,CN,Preta,*,-,0,Sem nota,163866
2021,CN,Preta,A,Falta,163674,Acima de 800,7
2021,CN,Preta,B,Presença,247436,Entre 800 e 700,597
2021,CN,Preta,C,Eliminação,192,Entre 700 e 600,10601
2021,CN,Preta,D,-,0,Entre 600 e 500,66242
2021,CN,Preta,E,-,0,Entre 500 e 400,133107
2021,CN,Preta,F,-,0,Abaixo de 400,36882
2021,LP,Amarela,*,-,0,Sem nota,20742
2021,LP,Amarela,A,Falta,20670,Acima de 800,0
2021,LP,Amarela,B,Presença,47749,Entre 800 e 700,128
2021,LP,Amarela,C,Eliminação,72,Entre 700 e 600,4681
2021,LP,Amarela,D,-,0,Entre 600 e 500,18791
2021,LP,Amarela,E,-,0,Entre 500 e 400,18567
2021,LP,Amarela,F,-,0,Abaixo de 400,5582
2021,LP,Branca,*,-,0,Sem nota,328871
2021,LP,Branca,A,Falta,327221,Acima de 800,7
2021,LP,Branca,B,Presença,1033385,Entre 800 e 700,4407
2021,LP,Branca,C,Eliminação,1650,Entre 700 e 600,157334
2021,LP,Branca,D,-,0,Entre 600 e 500,499353
2021,LP,Branca,E,-,0,Entre 500 e 400,304705
2021,LP,Branca,F,-,0,Abaixo de 400,67579
2021,LP,Indígena,*,-,0,Sem nota,7575
2021,LP,Indígena,A,Falta,7541,Acima de 800,0
2021,LP,Indígena,B,Presença,11600,Entre 800 e 700,2
2021,LP,Indígena,C,Eliminação,34,Entre 700 e 600,282
2021,LP,Indígena,D,-,0,Entre 600 e 500,2796
2021,LP,Indígena,E,-,0,Entre 500 e 400,5520
2021,LP,Indígena,F,-,0,Abaixo de 400,3000
2021,LP,Parda,*,-,0,Sem nota,483213
2021,LP,Parda,A,Falta,481501,Acima de 800,4
2021,LP,Parda,B,Presença,974241,Entre 800 e 700,1234
2021,LP,Parda,C,Eliminação,1712,Entre 700 e 600,62565
2021,LP,Parda,D,-,0,Entre 600 e 500,363946
2021,LP,Parda,E,-,0,Entre 500 e 400,407330
2021,LP,Parda,F,-,0,Abaixo de 400,139162
2021,LP,Preta,*,-,0,Sem nota,146576
2021,LP,Preta,A,Falta,146070,Acima de 800,0
2021,LP,Preta,B,Presença,264726,Entre 800 e 700,213
2021,LP,Preta,C,Eliminação,506,Entre 700 e 600,15203
2021,LP,Preta,D,-,0,Entre 600 e 500,102161
2021,LP,Preta,E,-,0,Entre 500 e 400,110670
2021,LP,Preta,F,-,0,Abaixo de 400,36479
2021,MT,Amarela,*,-,0,Sem nota,23409
2021,MT,Amarela,A,Falta,23371,Acima de 800,1161
2021,MT,Amarela,B,Presença,45082,Entre 800 e 700,4114
2021,MT,Amarela,C,Eliminação,38,Entre 700 e 600,8103
2021,MT,Amarela,D,-,0,Entre 600 e 500,11265
2021,MT,Amarela,E,-,0,Entre 500 e 400,16621
2021,MT,Amarela,F,-,0,Abaixo de 400,3818
2021,MT,Branca,*,-,0,Sem nota,379831
2021,MT,Branca,A,Falta,379258,Acima de 800,23771
2021,MT,Branca,B,Presença,982425,Entre 800 e 700,112306
2021,MT,Branca,C,Eliminação,573,Entre 700 e 600,244957
2021,MT,Branca,D,-,0,Entre 600 e 500,264980
2021,MT,Branca,E,-,0,Entre 500 e 400,285580
2021,MT,Branca,F,-,0,Abaixo de 400,50831
2021,MT,Indígena,*,-,0,Sem nota,8568
2021,MT,Indígena,A,Falta,8558,Acima de 800,11
2021,MT,Indígena,B,Presença,10607,Entre 800 e 700,137
2021,MT,Indígena,C,Eliminação,10,Entre 700 e 600,815
2021,MT,Indígena,D,-,0,Entre 600 e 500,2247
2021,MT,Indígena,E,-,0,Entre 500 e 400,5669
2021,MT,Indígena,F,-,0,Abaixo de 400,1728
2021,MT,Parda,*,-,0,Sem nota,541149
2021,MT,Parda,A,Falta,540539,Acima de 800,6328
2021,MT,Parda,B,Presença,916305,Entre 800 e 700,41156
2021,MT,Parda,C,Eliminação,610,Entre 700 e 600,137706
2021,MT,Parda,D,-,0,Entre 600 e 500,242181
2021,MT,Parda,E,-,0,Entre 500 e 400,397042
2021,MT,Parda,F,-,0,Abaixo de 400,91892
2021,MT,Preta,*,-,0,Sem nota,163866
2021,MT,Preta,A,Falta,163674,Acima de 800,769
2021,MT,Preta,B,Presença,247436,Entre 800 e 700,7193
2021,MT,Preta,C,Eliminação,192,Entre 700 e 600,31698
2021,MT,Preta,D,-,0,Entre 600 e 500,66437
2021,MT,Preta,E,-,0,Entre 500 e 400,114596
2021,MT,Preta,F,-,0,Abaixo de 400,26743
2022,CH,Amarela,*,-,0,Sem nota,19420
2022,CH,Amarela,A,Falta,19326,Acima de 800,2
2022,CH,Amarela,B,Presença,46631,Entre 800 e 700,573
2022,CH,Amarela,C,Eliminação,94,Entre 700 e 600,7480
2022,CH,Amarela,D,-,0,Entre 600 e 500,20509
2022,CH,Amarela,E,-,0,Entre 500 e 400,14600
2022,CH,Amarela,F,-,0,Abaixo de 400,3467
2022,CH,Branca,*,-,0,Sem nota,342623
2022,CH,Branca,A,Falta,340728,Acima de 800,86
2022,CH,Branca,B,Presença,1085458,Entre 800 e 700,16887
2022,CH,Branca,C,Eliminação,1895,Entre 700 e 600,256265
2022,CH,Branca,D,-,0,Entre 600 e 500,535603
2022,CH,Branca,E,-,0,Entre 500 e 400,230369
2022,CH,Branca,F,-,0,Abaixo de 400,46248
2022,CH,Indígena,*,-,0,Sem nota,7562
2022,CH,Indígena,A,Falta,7540,Acima de 800,0
2022,CH,Indígena,B,Presença,12278,Entre 800 e 700,18
2022,CH,Indígena,C,Eliminação,22,Entre 700 e 600,600
2022,CH,Indígena,D,-,0,Entre 600 e 500,4338
2022,CH,Indígena,E,-,0,Entre 500 e 400,5670
2022,CH,Indígena,F,-,0,Abaixo de 400,1652
2022,CH,Parda,*,-,0,Sem nota,457772
2022,CH,Parda,A,Falta,455773,Acima de 800,26
2022,CH,Parda,B,Presença,1031072,Entre 800 e 700,5240
2022,CH,Parda,C,Eliminação,1999,Entre 700 e 600,122542
2022,CH,Parda,D,-,0,Entre 600 e 500,463637
2022,CH,Parda,E,-,0,Entre 500 e 400,354996
2022,CH,Parda,F,-,0,Abaixo de 400,84631
2022,CH,Preta,*,-,0,Sem nota,134293
2022,CH,Preta,A,Falta,133714,Acima de 800,3
2022,CH,Preta,B,Presença,274129,Entre 800 e 700,867
2022,CH,Preta,C,Eliminação,579,Entre 700 e 600,29457
2022,CH,Preta,D,-,0,Entre 600 e 500,127608
2022,CH,Preta,E,-,0,Entre 500 e 400,93570
2022,CH,Preta,F,-,0,Abaixo de 400,22624
2022,CN,Amarela,*,-,0,Sem nota,22048
2022,CN,Amarela,A,Falta,22018,Acima de 800,14
2022,CN,Amarela,B,Presença,44003,Entre 800 e 700,573
2022,CN,Amarela,C,Eliminação,30,Entre 700 e 600,4435
2022,CN,Amarela,D,-,0,Entre 600 e 500,13613
2022,CN,Amarela,E,-,0,Entre 500 e 400,22559
2022,CN,Amarela,F,-,0,Abaixo de 400,2809
2022,CN,Branca,*,-,0,Sem nota,396977
2022,CN,Branca,A,Falta,396308,Acima de 800,164
2022,CN,Branca,B,Presença,1031104,Entre 800 e 700,12059
2022,CN,Branca,C,Eliminação,669,Entre 700 e 600,129182
2022,CN,Branca,D,-,0,Entre 600 e 500,400371
2022,CN,Branca,E,-,0,Entre 500 e 400,447966
2022,CN,Branca,F,-,0,Abaixo de 400,41362
2022,CN,Indígena,*,-,0,Sem nota,8556
2022,CN,Indígena,A,Falta,8548,Acima de 800,0
2022,CN,Indígena,B,Presença,11284,Entre 800 e 700,9
2022,CN,Indígena,C,Eliminação,8,Entre 700 e 600,240
2022,CN,Indígena,D,-,0,Entre 600 e 500,2387
2022,CN,Indígena,E,-,0,Entre 500 e 400,7258
2022,CN,Indígena,F,-,0,Abaixo de 400,1390
2022,CN,Parda,*,-,0,Sem nota,517923
2022,CN,Parda,A,Falta,517276,Acima de 800,43
2022,CN,Parda,B,Presença,970921,Entre 800 e 700,3018
2022,CN,Parda,C,Eliminação,647,Entre 700 e 600,50784
2022,CN,Parda,D,-,0,Entre 600 e 500,291477
2022,CN,Parda,E,-,0,Entre 500 e 400,552799
2022,CN,Parda,F,-,0,Abaixo de 400,72800
2022,CN,Preta,*,-,0,Sem nota,151451
2022,CN,Preta,A,Falta,151268,Acima de 800,4
2022,CN,Preta,B,Presença,256971,Entre 800 e 700,427
2022,CN,Preta,C,Eliminação,183,Entre 700 e 600,9751
2022,CN,Preta,D,-,0,Entre 600 e 500,74166
2022,CN,Preta,E,-,0,Entre 500 e 400,152745
2022,CN,Preta,F,-,0,Abaixo de 400,19878
2022,LP,Amarela,*,-,0,Sem nota,19420
2022,LP,Amarela,A,Falta,19326,Acima de 800,0
2022,LP,Amarela,B,Presença,46631,Entre 800 e 700,91
2022,LP,Amarela,C,Eliminação,94,Entre 700 e 600,5694
2022,LP,Amarela,D,-,0,Entre 600 e 500,21511
2022,LP,Amarela,E,-,0,Entre 500 e 400,15033
2022,LP,Amarela,F,-,0,Abaixo de 400,4302
2022,LP,Branca,*,-,0,Sem nota,342623
2022,LP,Branca,A,Falta,340728,Acima de 800,0
2022,LP,Branca,B,Presença,1085458,Entre 800 e 700,2933
2022,LP,Branca,C,Eliminação,1895,Entre 700 e 600,207652
2022,LP,Branca,D,-,0,Entre 600 e 500,582458
2022,LP,Branca,E,-,0,Entre 500 e 400,239503
2022,LP,Branca,F,-,0,Abaixo de 400,52912
2022,LP,Indígena,*,-,0,Sem nota,7562
2022,LP,Indígena,A,Falta,7540,Acima de 800,0
2022,LP,Indígena,B,Presença,12278,Entre 800 e 700,2
2022,LP,Indígena,C,Eliminação,22,Entre 700 e 600,394
2022,LP,Indígena,D,-,0,Entre 600 e 500,3965
2022,LP,Indígena,E,-,0,Entre 500 e 400,5363
2022,LP,Indígena,F,-,0,Abaixo de 400,2554
2022,LP,Parda,*,-,0,Sem nota,457772
2022,LP,Parda,A,Falta,455773,Acima de 800,1
2022,LP,Parda,B,Presença,1031072,Entre 800 e 700,811
2022,LP,Parda,C,Eliminação,1999,Entre 700 e 600,88429
2022,LP,Parda,D,-,0,Entre 600 e 500,467321
2022,LP,Parda,E,-,0,Entre 500 e 400,362188
2022,LP,Parda,F,-,0,Abaixo de 400,112322
2022,LP,Preta,*,-,0,Sem nota,134293
2022,LP,Preta,A,Falta,133714,Acima de 800,0
2022,LP,Preta,B,Presença,274129,Entre 800 e 700,123
2022,LP,Preta,C,Eliminação,579,Entre 700 e 600,21172
2022,LP,Preta,D,-,0,Entre 600 e 500,129307
2022,LP,Preta,E,-,0,Entre 500 e 400,94908
2022,LP,Preta,F,-,0,Abaixo de 400,28619
2022,MT,Amarela,*,-,0,Sem nota,22048
2022,MT,Amarela,A,Falta,22018,Acima de 800,1756
2022,MT,Amarela,B,Presença,44003,Entre 800 e 700,3872
2022,MT,Amarela,C,Eliminação,30,Entre 700 e 600,8236
2022,MT,Amarela,D,-,0,Entre 600 e 500,11353
2022,MT,Amarela,E,-,0,Entre 500 e 400,13927
2022,MT,Amarela,F,-,0,Abaixo de 400,4859
2022,MT,Branca,*,-,0,Sem nota,396977
2022,MT,Branca,A,Falta,396308,Acima de 800,40074
2022,MT,Branca,B,Presença,1031104,Entre 800 e 700,115048
2022,MT,Branca,C,Eliminação,669,Entre 700 e 600,272002
2022,MT,Branca,D,-,0,Entre 600 e 500,287916
2022,MT,Branca,E,-,0,Entre 500 e 400,247440
2022,MT,Branca,F,-,0,Abaixo de 400,68624
2022,MT,Indígena,*,-,0,Sem nota,8556
2022,MT,Indígena,A,Falta,8548,Acima de 800,29
2022,MT,Indígena,B,Presença,11284,Entre 800 e 700,177
2022,MT,Indígena,C,Eliminação,8,Entre 700 e 600,1115
2022,MT,Indígena,D,-,0,Entre 600 e 500,2680
2022,MT,Indígena,E,-,0,Entre 500 e 400,4972
2022,MT,Indígena,F,-,0,Abaixo de 400,2311
2022,MT,Parda,*,-,0,Sem nota,517923
2022,MT,Parda,A,Falta,517276,Acima de 800,11555
2022,MT,Parda,B,Presença,970921,Entre 800 e 700,46001
2022,MT,Parda,C,Eliminação,647,Entre 700 e 600,167135
2022,MT,Parda,D,-,0,Entre 600 e 500,274794
2022,MT,Parda,E,-,0,Entre 500 e 400,348052
2022,MT,Parda,F,-,0,Abaixo de 400,123384
2022,MT,Preta,*,-,0,Sem nota,151451
2022,MT,Preta,A,Falta,151268,Acima de 800,1535
2022,MT,Preta,B,Presença,256971,Entre 800 e 700,8392
2022,MT,Preta,C,Eliminação,183,Entre 700 e 600,39262
2022,MT,Preta,D,-,0,Entre 600 e 500,73859
2022,MT,Preta,E,-,0,Entre 500 e 400,99017
2022,MT,Preta,F,-,0,Abaixo de 400,34906